filename,group,annotation_instruction,species_id,scientific_name,gbif_occurrence_key,media_url,license,rights_holder,creator,identified_by,event_date,country,locality,gbif_url,source_path
coral_RA.BO_Ramaria_botrytis_4465861028.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.BO,Ramaria botrytis,4465861028,https://svampe.databasen.org/uploads/2023-10371676_B13lz3J62.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Ulla M Konnerup,Ulla M Konnerup,Ulla M Konnerup,2023-08-20,Denmark,Hareskovby,https://www.gbif.org/occurrence/4465861028,
coral_RA.BO_Ramaria_botrytis_4465861118.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.BO,Ramaria botrytis,4465861118,https://svampe.databasen.org/uploads/2023-10372585_Hy7vJ4Gpn.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Lars Danielsen,Lars Danielsen,Lars Danielsen,2023-08-22,Denmark,Tolne Bakker,https://www.gbif.org/occurrence/4465861118,
coral_RA.BO_Ramaria_botrytis_4465861251.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.BO,Ramaria botrytis,4465861251,https://svampe.databasen.org/uploads/2023-10373953_SJ6SVYUa2.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Anna Thormann,Anna Thormann,Anna Thormann,2023-08-25,Denmark,Bondedammen,https://www.gbif.org/occurrence/4465861251,
coral_RA.BO_Ramaria_botrytis_4465862206.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.BO,Ramaria botrytis,4465862206,https://svampe.databasen.org/uploads/2023-10373451_rk50PxBah.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Klaus Baltsersen,Klaus Baltsersen,Klaus Baltsersen,2023-08-24,Denmark,"Gribskov, Hvidekilde",https://www.gbif.org/occurrence/4465862206,
coral_RA.BO_Ramaria_botrytis_4465862287.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.BO,Ramaria botrytis,4465862287,https://svampe.databasen.org/uploads/2023-10374315_Bygv9YTv63.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jan Frederiksen,Jan Frederiksen,Jan Frederiksen,2023-08-26,Denmark,Vejlø Skov,https://www.gbif.org/occurrence/4465862287,
coral_RA.BO_Ramaria_botrytis_4465862939.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.BO,Ramaria botrytis,4465862939,https://svampe.databasen.org/uploads/2023-10370560_Syv6Qx633.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Thomas Kehlet,Thomas Kehlet,Thomas Kehlet,2023-08-18,Denmark,Aldershvile Slotspark,https://www.gbif.org/occurrence/4465862939,
coral_RA.BO_Ramaria_botrytis_4465863275.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.BO,Ramaria botrytis,4465863275,https://svampe.databasen.org/uploads/2023-10374007_B1VYSNw63.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jakob Sar,Jakob Sar,Jakob Sar,2023-08-25,Denmark,"Gribskov, Kagerup Station",https://www.gbif.org/occurrence/4465863275,
coral_RA.PA_Ramaria_pallida_5898618443.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,5898618443,https://svampe.databasen.org/uploads/2025-10536844_B1hfcL6jee.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Søren Rytter Boeriis,Søren Rytter Boeriis,Søren Rytter Boeriis,2025-09-21,Denmark,Trelde Vesterskov,https://www.gbif.org/occurrence/5898618443,
coral_RA.PA_Ramaria_pallida_5898638890.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,5898638890,https://svampe.databasen.org/uploads/2025-10531600_ByLrJ-lige.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jacob Schmidt,Jacob Schmidt,Thomas Læssøe,2025-09-10,Denmark,Teglstrup Hegn,https://www.gbif.org/occurrence/5898638890,
coral_RA.PA_Ramaria_pallida_5898649211.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,5898649211,https://svampe.databasen.org/uploads/2025-10537340_H1MPal0iex.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Erik Arnfred Thomsen,Erik Arnfred Thomsen,Erik Arnfred Thomsen,2025-09-21,Denmark,Trelde Vesterskov,https://www.gbif.org/occurrence/5898649211,
coral_RA.PA_Ramaria_pallida_5898671856.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,5898671856,https://svampe.databasen.org/uploads/2025-10531596_HyJh0egoge.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jacob Schmidt,Jacob Schmidt,Jacob Schmidt,2025-09-10,Denmark,Teglstrup Hegn,https://www.gbif.org/occurrence/5898671856,
coral_RA.PA_Ramaria_pallida_5898673281.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,5898673281,https://svampe.databasen.org/uploads/2025-10538821_BJm9M3Whxx.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Søren Rytter Boeriis,Søren Rytter Boeriis,Søren Rytter Boeriis,2025-09-24,Denmark,Hesselholt Skov,https://www.gbif.org/occurrence/5898673281,
coral_RA.PA_Ramaria_pallida_5898674125.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,5898674125,https://svampe.databasen.org/uploads/2025-10531598_rJwp0gejle.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jacob Schmidt,Jacob Schmidt,Jacob Schmidt,2025-09-10,Denmark,Teglstrup Hegn,https://www.gbif.org/occurrence/5898674125,
coral_RA.PA_Ramaria_pallida_4940908792.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4940908792,https://svampe.databasen.org/uploads/2024-10444922_H1x3iJDsA.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Pia Boisen Hansen,Pia Boisen Hansen,Pia Boisen Hansen,2024-08-23,Denmark,"Christiansdal, Vojens",https://www.gbif.org/occurrence/4940908792,
coral_RA.PA_Ramaria_pallida_4940913072.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4940913072,https://svampe.databasen.org/uploads/2024-10445823_S114gN9iC.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Morten Strandberg,Morten Strandberg,Morten Strandberg,2024-08-26,Denmark,"Indelukket, Silkeborg (Remstrup Å)",https://www.gbif.org/occurrence/4940913072,
coral_RA.PA_Ramaria_pallida_4940922176.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4940922176,https://svampe.databasen.org/uploads/2024-10442788_H1lU0rcE9C.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Ole Martin,Ole Martin,Ole Martin,2024-08-09,Denmark,Tisvilde Hegn,https://www.gbif.org/occurrence/4940922176,
coral_RA.PA_Ramaria_pallida_4940909199.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4940909199,https://svampe.databasen.org/uploads/2024-10449224_rJQbjkq3R.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Morten Strandberg,Morten Strandberg,Morten Strandberg,2024-09-07,Denmark,"Indelukket, Silkeborg (Remstrup Å)",https://www.gbif.org/occurrence/4940909199,
coral_RA.PA_Ramaria_pallida_4940915406.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4940915406,https://svampe.databasen.org/uploads/2024-10448870_S1jI8KPnR.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Rasmus Riis-Hansen,Rasmus Riis-Hansen,Rasmus Riis-Hansen,2024-09-05,Denmark,Christiansdal,https://www.gbif.org/occurrence/4940915406,
coral_RA.PA_Ramaria_pallida_4940926921.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4940926921,https://svampe.databasen.org/uploads/2024-10448869_SyYVItPn0.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Rasmus Riis-Hansen,Rasmus Riis-Hansen,Rasmus Riis-Hansen,2024-09-05,Denmark,Christiansdal,https://www.gbif.org/occurrence/4940926921,
coral_RA.PA_Ramaria_pallida_5052266547.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,5052266547,https://svampe.databasen.org/uploads/2024-10452221_B1lhYf8wa0.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Uffe Nygaard,Uffe Nygaard,Uffe Nygaard,2024-09-16,Denmark,"Hørhaven, Marselisborg",https://www.gbif.org/occurrence/5052266547,
coral_RA.PA_Ramaria_pallida_5052274015.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,5052274015,https://svampe.databasen.org/uploads/2024-10453192_Sy3eL-nTR.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Karin Melbye,Karin Melbye,Karin Melbye,2024-09-20,Denmark,Knøsen,https://www.gbif.org/occurrence/5052274015,
coral_RA.PA_Ramaria_pallida_4465868356.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465868356,https://svampe.databasen.org/uploads/2023-10361816_BJGb4NZs3.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Asbjørn Hjortebjerg Andreasen,Asbjørn Hjortebjerg Andreasen,Asbjørn Hjortebjerg Andreasen,2023-07-28,Sweden,Hult,https://www.gbif.org/occurrence/4465868356,
coral_RA.PA_Ramaria_pallida_4465868024.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465868024,https://svampe.databasen.org/uploads/2023-10371445_Hk66zuyTh.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Rikke Godtfredsen,Rikke Godtfredsen,Rikke Godtfredsen,2023-08-20,Denmark,Munkebjerg,https://www.gbif.org/occurrence/4465868024,
coral_RA.PA_Ramaria_pallida_4465872333.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465872333,https://svampe.databasen.org/uploads/2023-10374610_rkMpB1ta3.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Morten Strandberg,Morten Strandberg,Morten Strandberg,2023-08-27,Denmark,"Indelukket, Silkeborg (Remstrup Å)",https://www.gbif.org/occurrence/4465872333,
coral_RA.PA_Ramaria_pallida_4465873380.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465873380,https://svampe.databasen.org/uploads/2023-10375279_HkR8zLcph.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Sara Zakaria,Sara Zakaria,Jens H. Petersen,2023-08-28,Denmark,"Hørhaven, Marselisborg",https://www.gbif.org/occurrence/4465873380,
coral_RA.PA_Ramaria_pallida_4465875490.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465875490,https://svampe.databasen.org/uploads/2023-10376473_HyoUYfyR3.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Ole Martin,Ole Martin,Ole Martin,2023-08-31,Denmark,Tisvilde Hegn,https://www.gbif.org/occurrence/4465875490,
coral_RA.PA_Ramaria_pallida_4465870669.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465870669,https://svampe.databasen.org/uploads/2023-10378308_B1OggWPRn.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Karin Melbye,Karin Melbye,Karin Melbye,2023-09-01,Denmark,Knøsen,https://www.gbif.org/occurrence/4465870669,
coral_RA.PA_Ramaria_pallida_4465872624.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465872624,https://svampe.databasen.org/uploads/2023-10377671_B1mSpzOm03.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Uffe Nygaard,Uffe Nygaard,Uffe Nygaard,2023-09-04,Denmark,Fløjstrup Strand,https://www.gbif.org/occurrence/4465872624,
coral_RA.PA_Ramaria_pallida_4465889084.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465889084,https://svampe.databasen.org/uploads/2023-10393254_Bk5wlfOZp.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Morten Strandberg,Morten Strandberg,Morten Strandberg,2023-10-14,Denmark,"Indelukket, Silkeborg (Remstrup Å)",https://www.gbif.org/occurrence/4465889084,
coral_RA.PA_Ramaria_pallida_4465889532.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465889532,https://svampe.databasen.org/uploads/2023-10387088_SJzWOiLeT.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Thomas Læssøe,Thomas Læssøe,Thomas Læssøe,2023-10-01,Denmark,"Gribskov, Gadevang",https://www.gbif.org/occurrence/4465889532,
coral_RA.PA_Ramaria_pallida_4465897748.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465897748,https://svampe.databasen.org/uploads/2023-10399896_Bkhu3ytz6.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Thomas Læssøe,Thomas Læssøe,Thomas Læssøe,2023-10-27,Greece,Tsardaki,https://www.gbif.org/occurrence/4465897748,
coral_RA.PA_Ramaria_pallida_4465899621.jpg,coral,Annotate visible coral fruiting body as Coral; no Cap/Stem/Underside unless clearly separate.,RA.PA,Ramaria pallida,4465899621,https://svampe.databasen.org/uploads/2023-10399096_BkqTsw8Gp.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Thomas Læssøe,Thomas Læssøe,Thomas Læssøe,2023-10-25,Greece,Archontiko Papagianni,https://www.gbif.org/occurrence/4465899621,
classical_AG.AU_Agaricus_augustus_5898631090.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AG.AU,Agaricus augustus,5898631090,https://svampe.databasen.org/uploads/2025-10516116_rkNm1_TNgl.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Susanne L Sorensen,Susanne L Sorensen,Susanne L Sorensen,2025-06-28,Denmark,Emdrup,https://www.gbif.org/occurrence/5898631090,
classical_AG.AU_Agaricus_augustus_5898667430.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AG.AU,Agaricus augustus,5898667430,https://svampe.databasen.org/uploads/2025-10515934_HkxK5e0qNgl.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Bodil Anelle Larsen,Bodil Anelle Larsen,Bodil Anelle Larsen,2025-06-26,Denmark,Odense,https://www.gbif.org/occurrence/5898667430,
classical_AG.AU_Agaricus_augustus_5898624700.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AG.AU,Agaricus augustus,5898624700,https://svampe.databasen.org/uploads/2025-10517493_Hy6QAq6rxe.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Sophie Laursen,Sophie Laursen,Sophie Laursen,2025-07-10,Denmark,Ølsted,https://www.gbif.org/occurrence/5898624700,
classical_AG.AU_Agaricus_augustus_5898638554.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AG.AU,Agaricus augustus,5898638554,https://svampe.databasen.org/uploads/2025-10518364_BJrKt7BLll.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jens Dissing Bendtsen,Jens Dissing Bendtsen,Jens Dissing Bendtsen,2025-07-16,Denmark,Venø Sund,https://www.gbif.org/occurrence/5898638554,
classical_AG.AU_Agaricus_augustus_5898656173.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AG.AU,Agaricus augustus,5898656173,https://svampe.databasen.org/uploads/2025-10517415_B1W97PM6Sgx.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Henrik Dalgaard,Henrik Dalgaard,Henrik Dalgaard,2025-07-09,Denmark,Brændemose,https://www.gbif.org/occurrence/5898656173,
classical_AM.MU_Amanita_muscaria_5898645302.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AM.MU,Amanita muscaria,5898645302,https://svampe.databasen.org/uploads/2025-10515814_ByDzQSF4le.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Søren Rytter Boeriis,Søren Rytter Boeriis,Søren Rytter Boeriis,2025-06-25,Denmark,Bangsbo Skov,https://www.gbif.org/occurrence/5898645302,
classical_AM.MU_Amanita_muscaria_5898618154.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AM.MU,Amanita muscaria,5898618154,https://svampe.databasen.org/uploads/2025-10527059_S1Txstutlg.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Jane Nielsen,Jane Nielsen,Jane Nielsen,2025-08-24,Denmark,Hesselholt Skov,https://www.gbif.org/occurrence/5898618154,
classical_AM.MU_Amanita_muscaria_5898618160.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AM.MU,Amanita muscaria,5898618160,https://svampe.databasen.org/uploads/2025-10528445_Hy3QIXg9lx.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Søren Rytter Boeriis,Søren Rytter Boeriis,Søren Rytter Boeriis,2025-08-30,Denmark,Hesselholt Skov,https://www.gbif.org/occurrence/5898618160,
classical_AM.MU_Amanita_muscaria_5898619725.jpg,classical,"Annotate mushroom parts as Cap, Stem, Underside as appropriate; do not label hands/background.",AM.MU,Amanita muscaria,5898619725,https://svampe.databasen.org/uploads/2025-10528936_B1dFQMG9ex.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Frede Scheye,Frede Scheye,Frede Scheye,2025-08-31,Denmark,Stenskov,https://www.gbif.org/occurrence/5898619725,
