category,group,review_index,source_path,export_filename,selection_rule
coral,coral,16,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_4940922986.jpg,coral__coral__016__coral_RA.BO_Ramaria_botrytis_4940922986.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,17,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_4940927780.jpg,coral__coral__017__coral_RA.BO_Ramaria_botrytis_4940927780.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,18,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_5052256696.jpg,coral__coral__018__coral_RA.BO_Ramaria_botrytis_5052256696.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,20,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_5898621396.jpg,coral__coral__020__coral_RA.BO_Ramaria_botrytis_5898621396.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,21,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_5898622027.jpg,coral__coral__021__coral_RA.BO_Ramaria_botrytis_5898622027.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,22,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_5898622408.jpg,coral__coral__022__coral_RA.BO_Ramaria_botrytis_5898622408.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,23,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_5898645194.jpg,coral__coral__023__coral_RA.BO_Ramaria_botrytis_5898645194.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,24,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_5898648058.jpg,coral__coral__024__coral_RA.BO_Ramaria_botrytis_5898648058.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,25,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_5898655380.jpg,coral__coral__025__coral_RA.BO_Ramaria_botrytis_5898655380.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,26,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_5898659561.jpg,coral__coral__026__coral_RA.BO_Ramaria_botrytis_5898659561.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,27,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_5898665581.jpg,coral__coral__027__coral_RA.BO_Ramaria_botrytis_5898665581.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,28,data/Yolov8/Manual_annotation/coral_RA.BO_Ramaria_botrytis_5898671282.jpg,coral__coral__028__coral_RA.BO_Ramaria_botrytis_5898671282.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,29,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4465868024.jpg,coral__coral__029__coral_RA.PA_Ramaria_pallida_4465868024.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,30,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4465868356.jpg,coral__coral__030__coral_RA.PA_Ramaria_pallida_4465868356.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,31,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4465870669.jpg,coral__coral__031__coral_RA.PA_Ramaria_pallida_4465870669.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,33,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4465872624.jpg,coral__coral__033__coral_RA.PA_Ramaria_pallida_4465872624.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,35,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4465875490.jpg,coral__coral__035__coral_RA.PA_Ramaria_pallida_4465875490.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,36,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4465889084.jpg,coral__coral__036__coral_RA.PA_Ramaria_pallida_4465889084.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,37,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4465889532.jpg,coral__coral__037__coral_RA.PA_Ramaria_pallida_4465889532.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,38,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4465897748.jpg,coral__coral__038__coral_RA.PA_Ramaria_pallida_4465897748.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,39,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4465899621.jpg,coral__coral__039__coral_RA.PA_Ramaria_pallida_4465899621.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,41,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4940909199.jpg,coral__coral__041__coral_RA.PA_Ramaria_pallida_4940909199.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,42,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4940913072.jpg,coral__coral__042__coral_RA.PA_Ramaria_pallida_4940913072.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,43,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_4940915406.jpg,coral__coral__043__coral_RA.PA_Ramaria_pallida_4940915406.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,46,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_5052266547.jpg,coral__coral__046__coral_RA.PA_Ramaria_pallida_5052266547.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,47,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_5052274015.jpg,coral__coral__047__coral_RA.PA_Ramaria_pallida_5052274015.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,48,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_5898618443.jpg,coral__coral__048__coral_RA.PA_Ramaria_pallida_5898618443.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,50,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_5898649211.jpg,coral__coral__050__coral_RA.PA_Ramaria_pallida_5898649211.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,51,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_5898671856.jpg,coral__coral__051__coral_RA.PA_Ramaria_pallida_5898671856.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,52,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_5898673281.jpg,coral__coral__052__coral_RA.PA_Ramaria_pallida_5898673281.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,53,data/Yolov8/Manual_annotation/coral_RA.PA_Ramaria_pallida_5898674125.jpg,coral__coral__053__coral_RA.PA_Ramaria_pallida_5898674125.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,54,data/Yolov8/Manual_annotation/coral_botrytis_Ramaria_botrytis_1.jpg,coral__coral__054__coral_botrytis_Ramaria_botrytis_1.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,55,data/Yolov8/Manual_annotation/coral_botrytis_Ramaria_botrytis_12.jpg,coral__coral__055__coral_botrytis_Ramaria_botrytis_12.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,56,data/Yolov8/Manual_annotation/coral_botrytis_Ramaria_botrytis_20.jpg,coral__coral__056__coral_botrytis_Ramaria_botrytis_20.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,57,data/Yolov8/Manual_annotation/coral_botrytis_Ramaria_botrytis_25.jpg,coral__coral__057__coral_botrytis_Ramaria_botrytis_25.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,58,data/Yolov8/Manual_annotation/coral_botrytis_Ramaria_botrytis_27.jpg,coral__coral__058__coral_botrytis_Ramaria_botrytis_27.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,59,data/Yolov8/Manual_annotation/coral_botrytis_Ramaria_botrytis_29.jpg,coral__coral__059__coral_botrytis_Ramaria_botrytis_29.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,60,data/Yolov8/Manual_annotation/coral_botrytis_Ramaria_botrytis_3.jpg,coral__coral__060__coral_botrytis_Ramaria_botrytis_3.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,61,data/Yolov8/Manual_annotation/coral_botrytis_Ramaria_botrytis_4.jpg,coral__coral__061__coral_botrytis_Ramaria_botrytis_4.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,62,data/Yolov8/Manual_annotation/coral_pallida_Ramaria_pallida_13.jpg,coral__coral__062__coral_pallida_Ramaria_pallida_13.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,63,data/Yolov8/Manual_annotation/coral_pallida_Ramaria_pallida_17.jpg,coral__coral__063__coral_pallida_Ramaria_pallida_17.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,65,data/Yolov8/Manual_annotation/coral_pallida_Ramaria_pallida_23.jpg,coral__coral__065__coral_pallida_Ramaria_pallida_23.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,66,data/Yolov8/Manual_annotation/coral_pallida_Ramaria_pallida_30.jpg,coral__coral__066__coral_pallida_Ramaria_pallida_30.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
coral,coral,68,data/Yolov8/Manual_annotation/coral_pallida_Ramaria_pallida_8.jpg,coral__coral__068__coral_pallida_Ramaria_pallida_8.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,0,data/Yolov8/Manual_annotation/Amanita_muscaria_10.jpg,above__manual_classical__000__Amanita_muscaria_10.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,1,data/Yolov8/Manual_annotation/Amanita_muscaria_13.jpg,above__manual_classical__001__Amanita_muscaria_13.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,3,data/Yolov8/Manual_annotation/Amanita_muscaria_19.jpg,above__manual_classical__003__Amanita_muscaria_19.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,4,data/Yolov8/Manual_annotation/Amanita_muscaria_20.jpg,above__manual_classical__004__Amanita_muscaria_20.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,5,data/Yolov8/Manual_annotation/Amanita_muscaria_24.jpg,above__manual_classical__005__Amanita_muscaria_24.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,7,data/Yolov8/Manual_annotation/Amanita_muscaria_4.jpg,above__manual_classical__007__Amanita_muscaria_4.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,8,data/Yolov8/Manual_annotation/Amanita_virosa_14.jpg,above__manual_classical__008__Amanita_virosa_14.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,9,data/Yolov8/Manual_annotation/Amanita_virosa_18.jpg,above__manual_classical__009__Amanita_virosa_18.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,10,data/Yolov8/Manual_annotation/Amanita_virosa_23.jpg,above__manual_classical__010__Amanita_virosa_23.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,11,data/Yolov8/Manual_annotation/Amanita_virosa_24.jpg,above__manual_classical__011__Amanita_virosa_24.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,12,data/Yolov8/Manual_annotation/Amanita_virosa_27.jpg,above__manual_classical__012__Amanita_virosa_27.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,14,data/Yolov8/Manual_annotation/Amanita_virosa_6.jpg,above__manual_classical__014__Amanita_virosa_6.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,15,data/Yolov8/Manual_annotation/Boletus edulis101.jpg,above__manual_classical__015__Boletus_edulis101.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,22,data/Yolov8/Manual_annotation/Boletus_edulis102.jpg,above__manual_classical__022__Boletus_edulis102.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,24,data/Yolov8/Manual_annotation/Boletus_edulis_10.jpg,above__manual_classical__024__Boletus_edulis_10.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,25,data/Yolov8/Manual_annotation/Boletus_edulis_13.jpg,above__manual_classical__025__Boletus_edulis_13.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,26,data/Yolov8/Manual_annotation/Boletus_edulis_2.jpg,above__manual_classical__026__Boletus_edulis_2.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,27,data/Yolov8/Manual_annotation/Boletus_edulis_21.jpg,above__manual_classical__027__Boletus_edulis_21.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,28,data/Yolov8/Manual_annotation/Boletus_edulis_26.jpg,above__manual_classical__028__Boletus_edulis_26.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,31,data/Yolov8/Manual_annotation/Booletus_edulis104.jpg,above__manual_classical__031__Booletus_edulis104.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,34,data/Yolov8/Manual_annotation/Cantharellus_cibarius110.jpg,above__manual_classical__034__Cantharellus_cibarius110.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,35,data/Yolov8/Manual_annotation/Cantharellus_cibarius111.jpg,above__manual_classical__035__Cantharellus_cibarius111.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,39,data/Yolov8/Manual_annotation/Cantharellus_cibarius_9.jpg,above__manual_classical__039__Cantharellus_cibarius_9.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,40,data/Yolov8/Manual_annotation/Craterellus_cornucopioides_1.jpg,above__manual_classical__040__Craterellus_cornucopioides_1.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,41,data/Yolov8/Manual_annotation/Craterellus_cornucopioides_10.jpg,above__manual_classical__041__Craterellus_cornucopioides_10.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,43,data/Yolov8/Manual_annotation/Craterellus_cornucopioides_13.jpg,above__manual_classical__043__Craterellus_cornucopioides_13.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,48,data/Yolov8/Manual_annotation/Craterellus_cornucopioides_24.jpg,above__manual_classical__048__Craterellus_cornucopioides_24.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,55,data/Yolov8/Manual_annotation/Hygrophoropsis_aurantiaca_17.jpg,above__manual_classical__055__Hygrophoropsis_aurantiaca_17.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,58,data/Yolov8/Manual_annotation/Hygrophoropsis_aurantiaca_25.jpg,above__manual_classical__058__Hygrophoropsis_aurantiaca_25.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,62,data/Yolov8/Manual_annotation/basic_classical_AM.MU_Amanita_muscaria_16.jpg,above__manual_classical__062__basic_classical_AM.MU_Amanita_muscaria_16.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,63,data/Yolov8/Manual_annotation/basic_classical_AM.MU_Amanita_muscaria_2.jpg,above__manual_classical__063__basic_classical_AM.MU_Amanita_muscaria_2.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,64,data/Yolov8/Manual_annotation/basic_classical_AM.VI_Amanita_virosa_30.jpg,above__manual_classical__064__basic_classical_AM.VI_Amanita_virosa_30.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,69,data/Yolov8/Manual_annotation/basic_classical_LA.VO_Lactarius_volemus_21.jpg,above__manual_classical__069__basic_classical_LA.VO_Lactarius_volemus_21.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,70,data/Yolov8/Manual_annotation/basic_classical_LA.VO_Lactarius_volemus_30.jpg,above__manual_classical__070__basic_classical_LA.VO_Lactarius_volemus_30.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,73,data/Yolov8/Manual_annotation/booletus edulis 107.jpg,above__manual_classical__073__booletus_edulis_107.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,76,data/Yolov8/Manual_annotation/classical_AG.AU_Agaricus_augustus_5898631090.jpg,above__manual_classical__076__classical_AG.AU_Agaricus_augustus_5898631090.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,78,data/Yolov8/Manual_annotation/classical_AG.AU_Agaricus_augustus_5898656173.jpg,above__manual_classical__078__classical_AG.AU_Agaricus_augustus_5898656173.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,80,data/Yolov8/Manual_annotation/classical_AM.MU_Amanita_muscaria_5898618154.jpg,above__manual_classical__080__classical_AM.MU_Amanita_muscaria_5898618154.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,82,data/Yolov8/Manual_annotation/classical_AM.MU_Amanita_muscaria_5898619725.jpg,above__manual_classical__082__classical_AM.MU_Amanita_muscaria_5898619725.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,83,data/Yolov8/Manual_annotation/classical_AM.MU_Amanita_muscaria_5898645302.jpg,above__manual_classical__083__classical_AM.MU_Amanita_muscaria_5898645302.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,84,data/Yolov8/Manual_annotation/classical_AM.VI_Amanita_virosa_5898621165.jpg,above__manual_classical__084__classical_AM.VI_Amanita_virosa_5898621165.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,85,data/Yolov8/Manual_annotation/classical_AM.VI_Amanita_virosa_5898621656.jpg,above__manual_classical__085__classical_AM.VI_Amanita_virosa_5898621656.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,86,data/Yolov8/Manual_annotation/classical_AM.VI_Amanita_virosa_5898623798.jpg,above__manual_classical__086__classical_AM.VI_Amanita_virosa_5898623798.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,87,data/Yolov8/Manual_annotation/classical_AM.VI_Amanita_virosa_5898626028.jpg,above__manual_classical__087__classical_AM.VI_Amanita_virosa_5898626028.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,90,data/Yolov8/Manual_annotation/classical_BO.BA_Imleria_badia_5898626015.jpg,above__manual_classical__090__classical_BO.BA_Imleria_badia_5898626015.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,98,data/Yolov8/Manual_annotation/classical_HY.PS_Hygrophoropsis_aurantiaca_5052245313.jpg,above__manual_classical__098__classical_HY.PS_Hygrophoropsis_aurantiaca_5052245313.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,101,data/Yolov8/Manual_annotation/classical_HY.PS_Hygrophoropsis_aurantiaca_6161874814.jpg,above__manual_classical__101__classical_HY.PS_Hygrophoropsis_aurantiaca_6161874814.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,102,data/Yolov8/Manual_annotation/classical_LA.HE_Lactarius_helvus_5898647673.jpg,above__manual_classical__102__classical_LA.HE_Lactarius_helvus_5898647673.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,manual_classical,103,data/Yolov8/Manual_annotation/classical_LA.HE_Lactarius_helvus_5898658174.jpg,above__manual_classical__103__classical_LA.HE_Lactarius_helvus_5898658174.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,13,data/Yolov8/Manual_annotation/Amanita_virosa_3.jpg,underside__manual_classical__013__Amanita_virosa_3.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,17,data/Yolov8/Manual_annotation/Boletus_badius_18.jpg,underside__manual_classical__017__Boletus_badius_18.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,19,data/Yolov8/Manual_annotation/Boletus_badius_30.jpg,underside__manual_classical__019__Boletus_badius_30.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,20,data/Yolov8/Manual_annotation/Boletus_badius_7.jpg,underside__manual_classical__020__Boletus_badius_7.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,21,data/Yolov8/Manual_annotation/Boletus_edulis100.jpg,underside__manual_classical__021__Boletus_edulis100.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,23,data/Yolov8/Manual_annotation/Boletus_edulis105.jpg,underside__manual_classical__023__Boletus_edulis105.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,33,data/Yolov8/Manual_annotation/Cantharellus_cibarius109.jpg,underside__manual_classical__033__Cantharellus_cibarius109.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,36,data/Yolov8/Manual_annotation/Cantharellus_cibarius112.jpg,underside__manual_classical__036__Cantharellus_cibarius112.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,38,data/Yolov8/Manual_annotation/Cantharellus_cibarius_4.jpg,underside__manual_classical__038__Cantharellus_cibarius_4.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,54,data/Yolov8/Manual_annotation/Hygrophoropsis_aurantiaca_14.jpg,underside__manual_classical__054__Hygrophoropsis_aurantiaca_14.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,60,data/Yolov8/Manual_annotation/Hygrophoropsis_aurantiaca_9.jpg,underside__manual_classical__060__Hygrophoropsis_aurantiaca_9.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,74,data/Yolov8/Manual_annotation/booletus edulis106.jpg,underside__manual_classical__074__booletus_edulis106.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,77,data/Yolov8/Manual_annotation/classical_AG.AU_Agaricus_augustus_5898638554.jpg,underside__manual_classical__077__classical_AG.AU_Agaricus_augustus_5898638554.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,81,data/Yolov8/Manual_annotation/classical_AM.MU_Amanita_muscaria_5898618160.jpg,underside__manual_classical__081__classical_AM.MU_Amanita_muscaria_5898618160.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,88,data/Yolov8/Manual_annotation/classical_BO.BA_Imleria_badia_5898619719.jpg,underside__manual_classical__088__classical_BO.BA_Imleria_badia_5898619719.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,91,data/Yolov8/Manual_annotation/classical_BO.ED_Boletus_edulis_5898618342.jpg,underside__manual_classical__091__classical_BO.ED_Boletus_edulis_5898618342.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,97,data/Yolov8/Manual_annotation/classical_CA.CI_Cantharellus_cibarius_6161882055.jpg,underside__manual_classical__097__classical_CA.CI_Cantharellus_cibarius_6161882055.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,100,data/Yolov8/Manual_annotation/classical_HY.PS_Hygrophoropsis_aurantiaca_5898626822.jpg,underside__manual_classical__100__classical_HY.PS_Hygrophoropsis_aurantiaca_5898626822.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
underside,manual_classical,104,data/Yolov8/Manual_annotation/classical_LA.HE_Lactarius_helvus_5898675195.jpg,underside__manual_classical__104__classical_LA.HE_Lactarius_helvus_5898675195.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,2,data/Yolov8/Manual_annotation/gbif_downloads/AM.MU_Amanita_muscaria_gbif_07.jpg,above__gbif_classical__002__AM.MU_Amanita_muscaria_gbif_07.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,3,data/Yolov8/Manual_annotation/gbif_downloads/AM.MU_Amanita_muscaria_gbif_09.jpg,above__gbif_classical__003__AM.MU_Amanita_muscaria_gbif_09.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
above,gbif_classical,4,data/Yolov8/Manual_annotation/gbif_downloads/AM.MU_Amanita_muscaria_gbif_11.jpg,above__gbif_classical__004__AM.MU_Amanita_muscaria_gbif_11.jpg,single visible mushroom / fruiting body; visually reviewed from contact sheet
