filename,species_id,scientific_name,gbif_occurrence_id,gbif_dataset_key,source_url,license,rights_holder,recorded_by,locality
CR.CO_Craterellus_cornucopioides_gbif_01.jpg,CR.CO,Craterellus cornucopioides,5938260896,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605445574/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Paulo da Silva,Paulo da Silva,
CR.CO_Craterellus_cornucopioides_gbif_02.jpg,CR.CO,Craterellus cornucopioides,5938373588,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605074004/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Goreti Fonseca,Goreti Fonseca,
CR.CO_Craterellus_cornucopioides_gbif_03.jpg,CR.CO,Craterellus cornucopioides,5938489965,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605071988/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Goreti Fonseca,Goreti Fonseca,
CR.CO_Craterellus_cornucopioides_gbif_04.jpg,CR.CO,Craterellus cornucopioides,5938639840,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605445604/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Paulo da Silva,Paulo da Silva,
CR.CO_Craterellus_cornucopioides_gbif_05.jpg,CR.CO,Craterellus cornucopioides,5938644031,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605445555/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Paulo da Silva,Paulo da Silva,
CR.CO_Craterellus_cornucopioides_gbif_06.jpg,CR.CO,Craterellus cornucopioides,5938677136,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605445594/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Paulo da Silva,Paulo da Silva,
CR.CO_Craterellus_cornucopioides_gbif_07.jpg,CR.CO,Craterellus cornucopioides,5938711621,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605667368/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,mycojpdude,mycojpdude,
CR.CO_Craterellus_cornucopioides_gbif_08.jpg,CR.CO,Craterellus cornucopioides,6130672557,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/609426859/original.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,victor laborde,victor laborde,
CR.CO_Craterellus_cornucopioides_gbif_09.jpg,CR.CO,Craterellus cornucopioides,6131082482,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/611040761/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,byangeldavid,byangeldavid,
CR.CO_Craterellus_cornucopioides_gbif_10.jpg,CR.CO,Craterellus cornucopioides,6131252730,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/606156419/original.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,Lucian Clanet,Lucian Clanet,
CR.CO_Craterellus_cornucopioides_gbif_11.jpg,CR.CO,Craterellus cornucopioides,6163248906,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/617302041/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,nicomanus,nicomanus,
CR.CO_Craterellus_cornucopioides_gbif_12.jpg,CR.CO,Craterellus cornucopioides,6163287442,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/616694956/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Nuno Figueiredo,Nuno Figueiredo,
LY.PE_Lepista_personata_gbif_01.jpg,LY.PE,Lepista personata,6161876353,84d26682-f762-11e1-a439-00145eb45e9a,https://svampe.databasen.org/uploads/2026-10579005_rJ8RLa7V-e.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,Flemming Ryden,Tokkerup (Lolland)
LY.PE_Lepista_personata_gbif_02.jpg,LY.PE,Lepista personata,6161881487,84d26682-f762-11e1-a439-00145eb45e9a,https://svampe.databasen.org/uploads/2026-10579907_Byy1FDtN-l.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,Henrik Mathiassen,Mariebjerg Kirkegård
LY.PE_Lepista_personata_gbif_03.jpg,LY.PE,Lepista personata,5008739728,8a863029-f435-446a-821e-275f4f641165,https://observation.org/photos/110140734.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Stichting Observation International,User 151612,Puttershoek - voormalige suikerfabriek
LY.PE_Lepista_personata_gbif_04.jpg,LY.PE,Lepista personata,5052245548,84d26682-f762-11e1-a439-00145eb45e9a,https://svampe.databasen.org/uploads/2025-10496610_rJwQered1x.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,Michael Sonniks,Valby
LY.PE_Lepista_personata_gbif_05.jpg,LY.PE,Lepista personata,5052246615,84d26682-f762-11e1-a439-00145eb45e9a,https://svampe.databasen.org/uploads/2025-10492883_ByONJ08I1e.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,Flemming Ryden,Tokkerup (Lolland)
LY.PE_Lepista_personata_gbif_06.jpg,LY.PE,Lepista personata,5052253026,84d26682-f762-11e1-a439-00145eb45e9a,https://svampe.databasen.org/uploads/2025-10493736_rJCTbFAIyx.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,Frank Desting,Gentofte Sø
LY.PE_Lepista_personata_gbif_07.jpg,LY.PE,Lepista personata,5106478418,84d26682-f762-11e1-a439-00145eb45e9a,https://svampe.databasen.org/uploads/2025-10497613_r1cOp5Udyx.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,Ella Buck,Haraldsted
LY.PE_Lepista_personata_gbif_08.jpg,LY.PE,Lepista personata,5106481599,84d26682-f762-11e1-a439-00145eb45e9a,https://svampe.databasen.org/uploads/2025-10498625_B1xolKZh_Jl.JPG,http://creativecommons.org/licenses/by-nc/4.0/legalcode,,Annette Greenfort,Holtegård
LY.PE_Lepista_personata_gbif_09.jpg,LY.PE,Lepista personata,5101214119,8a863029-f435-446a-821e-275f4f641165,https://observation.org/photos/111913783.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Stichting Observation International,User 877492,Villa de Madrid
LY.PE_Lepista_personata_gbif_10.jpg,LY.PE,Lepista personata,5101226089,8a863029-f435-446a-821e-275f4f641165,https://observation.org/photos/111609361.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Stichting Observation International,User 197317,Juslapeña
LY.PE_Lepista_personata_gbif_11.jpg,LY.PE,Lepista personata,5759267169,b124e1e0-4755-430f-9eab-894f25a9b59c,https://www.artsobservasjoner.no/MediaLibrary/2025/8/1a17cda4-d3be-4018-b880-c00168221340_image.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,,Ole Christian Hagestad,"Slettengvegen, Tromsø, Tr"
LY.PE_Lepista_personata_gbif_12.jpg,LY.PE,Lepista personata,5841601823,b124e1e0-4755-430f-9eab-894f25a9b59c,https://www.artsobservasjoner.no/MediaLibrary/2025/10/886ec4d0-a949-428b-93d0-152d8cd911f6_image.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,,Marianne Moe,"Nordre gravlund, Oslo, Os"
CO.CO_Coprinus_comatus_gbif_01.jpg,CO.CO,Coprinus comatus,5938031941,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605678872/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,kdcs,kdcs,
CO.CO_Coprinus_comatus_gbif_02.jpg,CO.CO,Coprinus comatus,5938173070,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605307376/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,wildave,wildave,
CO.CO_Coprinus_comatus_gbif_03.jpg,CO.CO,Coprinus comatus,5938330250,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604518657/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,fizzypaws,fizzypaws,
CO.CO_Coprinus_comatus_gbif_04.jpg,CO.CO,Coprinus comatus,5938371370,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605183215/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Mushroom Wonderland,Mushroom Wonderland,
CO.CO_Coprinus_comatus_gbif_05.jpg,CO.CO,Coprinus comatus,5938395265,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605481784/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,perezcorona,perezcorona,
CO.CO_Coprinus_comatus_gbif_06.jpg,CO.CO,Coprinus comatus,5938476760,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605509352/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Eugene Hunn,Eugene Hunn,
CO.CO_Coprinus_comatus_gbif_07.jpg,CO.CO,Coprinus comatus,5938498441,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605502062/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,aharveypdx,aharveypdx,
CO.CO_Coprinus_comatus_gbif_08.jpg,CO.CO,Coprinus comatus,5938695154,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605345522/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Kate Turner,Kate Turner,
CO.CO_Coprinus_comatus_gbif_09.jpg,CO.CO,Coprinus comatus,6129870169,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/606430910/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Dean Lyons,Dean Lyons,
CO.CO_Coprinus_comatus_gbif_10.jpg,CO.CO,Coprinus comatus,6129871287,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/606169981/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,stellag28,stellag28,
CAL.GI_Calocybe_gambosa_gbif_01.jpg,CAL.GI,Calocybe gambosa,6183133532,8a863029-f435-446a-821e-275f4f641165,https://observation.org/photos/146084336.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Stichting Observation International,User 178933,Heesselt - Voorste en Achterste Haar
CAL.GI_Calocybe_gambosa_gbif_02.jpg,CAL.GI,Calocybe gambosa,6184835569,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/626052744/original.jpg,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Rosie,Rosie,
CAL.GI_Calocybe_gambosa_gbif_03.jpg,CAL.GI,Calocybe gambosa,6184905587,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/630898586/original.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,Andy Donegan,Andy Donegan,
CAL.GI_Calocybe_gambosa_gbif_04.jpg,CAL.GI,Calocybe gambosa,6184995413,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/630117081/original.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,Will Brantingham,Will Brantingham,
CAL.GI_Calocybe_gambosa_gbif_05.jpg,CAL.GI,Calocybe gambosa,6185047726,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/630420783/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,viince-16,viince-16,
CAL.GI_Calocybe_gambosa_gbif_06.jpg,CAL.GI,Calocybe gambosa,6185482428,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/630941684/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,pascal-d,pascal-d,
CAL.GI_Calocybe_gambosa_gbif_07.jpg,CAL.GI,Calocybe gambosa,6185710775,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/629432605/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Mike Roberts,Mike Roberts,
CAL.GI_Calocybe_gambosa_gbif_08.jpg,CAL.GI,Calocybe gambosa,6185981664,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/628912979/original.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,Cara Ennis,Cara Ennis,
CAL.GI_Calocybe_gambosa_gbif_09.jpg,CAL.GI,Calocybe gambosa,6186073018,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/628514466/original.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,Cara Ennis,Cara Ennis,
CAL.GI_Calocybe_gambosa_gbif_10.jpg,CAL.GI,Calocybe gambosa,6186076438,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/628140201/original.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,Virn Stothers,Virn Stothers,
FO.BE_Fomitopsis_betulina_gbif_01.jpg,FO.BE,Fomitopsis betulina,5938027506,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605045681/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Sandrine Lecoq,Sandrine Lecoq,
FO.BE_Fomitopsis_betulina_gbif_02.jpg,FO.BE,Fomitopsis betulina,5938085144,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604460137/original.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,Óscar Sampedro,Óscar Sampedro,
FO.BE_Fomitopsis_betulina_gbif_03.jpg,FO.BE,Fomitopsis betulina,5938105949,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604803784/original.jpg,http://creativecommons.org/publicdomain/zero/1.0/legalcode,cpu,cpu,
FO.BE_Fomitopsis_betulina_gbif_04.jpg,FO.BE,Fomitopsis betulina,5938124540,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604798352/original.jpg,http://creativecommons.org/publicdomain/zero/1.0/legalcode,K.,K.,
FO.BE_Fomitopsis_betulina_gbif_05.jpg,FO.BE,Fomitopsis betulina,5938135134,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605046050/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Sandrine Lecoq,Sandrine Lecoq,
FO.BE_Fomitopsis_betulina_gbif_06.jpg,FO.BE,Fomitopsis betulina,5938173428,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605445690/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Steve Holding,Steve Holding,
FO.BE_Fomitopsis_betulina_gbif_07.jpg,FO.BE,Fomitopsis betulina,5938175565,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605741210/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Kyle Gallagher,Kyle Gallagher,
FO.BE_Fomitopsis_betulina_gbif_08.jpg,FO.BE,Fomitopsis betulina,5938184794,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605358310/original.jpg,http://creativecommons.org/publicdomain/zero/1.0/legalcode,Ed Bailey,Ed Bailey,
FO.BE_Fomitopsis_betulina_gbif_09.jpg,FO.BE,Fomitopsis betulina,5938190565,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605076608/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,K. M. Scharinger,K. M. Scharinger,
FO.BE_Fomitopsis_betulina_gbif_10.jpg,FO.BE,Fomitopsis betulina,5938193408,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604481512/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,drjkutztown,drjkutztown,
GY.ES_Gyromitra_esculenta_gbif_01.jpg,GY.ES,Gyromitra esculenta,6131113348,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/607296297/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,shaynie,shaynie,
GY.ES_Gyromitra_esculenta_gbif_02.jpg,GY.ES,Gyromitra esculenta,6171225112,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/619924267/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,pascal-d,pascal-d,
GY.ES_Gyromitra_esculenta_gbif_03.jpg,GY.ES,Gyromitra esculenta,6169899497,8a863029-f435-446a-821e-275f4f641165,https://observation.org/photos/144640866.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Stichting Observation International,User 175577,Bosgebied Appelscha
GY.ES_Gyromitra_esculenta_gbif_04.jpg,GY.ES,Gyromitra esculenta,6178433314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/622400899/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,woodragon64,woodragon64,
GY.ES_Gyromitra_esculenta_gbif_05.jpg,GY.ES,Gyromitra esculenta,6178757950,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/622947680/original.jpg,http://creativecommons.org/licenses/by/4.0/legalcode,Patrick Bayan,Patrick Bayan,
GY.ES_Gyromitra_esculenta_gbif_06.jpg,GY.ES,Gyromitra esculenta,6179179303,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/620377009/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Rosa Lopez,Rosa Lopez,
GY.ES_Gyromitra_esculenta_gbif_07.jpg,GY.ES,Gyromitra esculenta,6179181071,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/623666738/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Rachel,Rachel,
GY.ES_Gyromitra_esculenta_gbif_08.jpg,GY.ES,Gyromitra esculenta,6179290622,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/623917495/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,nicolefrisch,nicolefrisch,
GY.ES_Gyromitra_esculenta_gbif_09.jpeg,GY.ES,Gyromitra esculenta,6182164332,b124e1e0-4755-430f-9eab-894f25a9b59c,https://www.artsobservasjoner.no/MediaLibrary/2026/3/901fc748-46a0-4950-ae7f-1d916a182102_image.jpeg,http://creativecommons.org/licenses/by/4.0/legalcode,,Ida Aalvik,"Klomrekjerr, Arendal, Ag"
GY.ES_Gyromitra_esculenta_gbif_10.jpg,GY.ES,Gyromitra esculenta,6182401755,8a863029-f435-446a-821e-275f4f641165,https://observation.org/photos/146111920.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Stichting Observation International,User 154783,Nuenen - Refelingse Heide
GA.MA_Ganoderma_applanatum_gbif_01.jpg,GA.MA,Ganoderma applanatum,5938029645,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605047788/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,daniel_koerbaecher,daniel_koerbaecher,
GA.MA_Ganoderma_applanatum_gbif_02.jpg,GA.MA,Ganoderma applanatum,5938070388,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604750241/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Morten Christensen,Morten Christensen,
GA.MA_Ganoderma_applanatum_gbif_03.jpg,GA.MA,Ganoderma applanatum,5938148871,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604593005/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Ruth M.,Ruth M.,
GA.MA_Ganoderma_applanatum_gbif_04.jpg,GA.MA,Ganoderma applanatum,5938160286,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604657263/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Manequinho Correia,Manequinho Correia,
GA.MA_Ganoderma_applanatum_gbif_05.jpg,GA.MA,Ganoderma applanatum,5938165569,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605270406/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,shingha4223,shingha4223,
GA.MA_Ganoderma_applanatum_gbif_06.jpg,GA.MA,Ganoderma applanatum,5938389235,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604895598/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Robert Russo,Robert Russo,
GA.MA_Ganoderma_applanatum_gbif_07.jpg,GA.MA,Ganoderma applanatum,5938405366,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604978201/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,tama_king_fisher,tama_king_fisher,
GA.MA_Ganoderma_applanatum_gbif_08.jpg,GA.MA,Ganoderma applanatum,5938483533,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/604379017/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,mc,mc,
GA.MA_Ganoderma_applanatum_gbif_09.jpg,GA.MA,Ganoderma applanatum,5938692786,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605323279/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Elina Koivisto,Elina Koivisto,
GA.MA_Ganoderma_applanatum_gbif_10.jpg,GA.MA,Ganoderma applanatum,5938720586,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605591589/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Marek Elas,Marek Elas,
HY.RE_Hydnum_repandum_gbif_01.jpg,HY.RE,Hydnum repandum,5938172943,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605094669/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,estelle_garrouste,estelle_garrouste,
HY.RE_Hydnum_repandum_gbif_02.jpg,HY.RE,Hydnum repandum,5938430298,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://inaturalist-open-data.s3.amazonaws.com/photos/605445498/original.jpg,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Paulo da Silva,Paulo da Silva,
